transaction_id,contract_id,counterparty_id,transaction_type,accounting_period,transaction_date,currency,original_amount,exchange_rate,converted_amount_usd,processing_timestamp
TX028001,CTR0051,CP038,COMMISSION,2025-10,2025-10-04,USD,1880.64,1.0,1880.64,2025-10-05 05:50:00
TX028003,CTR0029,CP028,COMMISSION,2025-07,2025-07-05,BRL,4092.29,0.2,818.46,2025-07-07 19:13:00
TX028004,CTR0118,CP007,COMMISSION,2025-06,2025-06-28,EUR,718.43,1.1,790.27,2025-06-28 00:24:00
TX028005,CTR0493,CP038,CLAIM,2025-03,2025-03-25,EUR,57959.6,1.1,63755.56,2025-03-25 05:41:00
TX028006,CTR0355,CP049,COMMISSION,2025-03,2025-03-12,BRL,2601.84,0.2,520.37,2025-03-15 00:25:00
TX028007,CTR0279,CP004,PREMIUM,2025-07,2025-07-15,EUR,5227.35,1.1,5750.09,2025-07-17 22:37:00
TX028008,CTR0008,CP035,COMMISSION,2025-11,2025-11-18,USD,4870.56,1.0,4870.56,2025-11-21 00:29:00
TX028009,CTR0022,CP019,COMMISSION,2025-07,2025-07-02,BRL,4031.9,0.2,806.38,2025-07-02 03:58:00
TX028010,CTR0455,CP030,PREMIUM,2025-03,2025-03-16,EUR,1249.6,1.1,1374.56,2025-03-17 21:26:00
TX028011,CTR0400,CP016,PREMIUM,2025-08,2025-08-03,EUR,1920.15,1.1,2112.17,2025-08-05 08:13:00
TX028012,CTR0476,CP040,PREMIUM,2025-06,2025-06-20,USD,9203.07,1.0,9203.07,2025-06-21 18:49:00
TX028013,CTR0405,CP025,PREMIUM,2025-04,2025-04-01,BRL,4716.4,0.2,943.28,2025-04-03 22:43:00
TX028014,CTR0002,CP039,COMMISSION,2025-08,2025-08-29,BRL,4449.86,0.2,889.97,2025-08-29 20:18:00
TX028015,CTR0403,CP017,COMMISSION,2025-05,2025-05-05,GBP,1809.99,1.27,2298.69,2025-05-06 22:37:00
TX028016,CTR0229,CP028,COMMISSION,2025-11,2025-11-06,GBP,2580.08,1.27,3276.7,2025-11-07 15:17:00
TX028017,CTR0347,CP050,PREMIUM,2025-10,2025-10-23,USD,14709.36,1.0,14709.36,2025-10-24 03:11:00
TX028018,CTR0207,CP039,CLAIM,2025-11,2025-11-04,BRL,3350.34,0.2,670.07,2025-11-05 07:45:00
TX028019,CTR0361,CP043,COMMISSION,2025-12,2025-12-04,EUR,2223.24,1.1,2445.56,2025-12-05 22:46:00
TX028020,CTR0421,CP047,COMMISSION,2025-05,2025-05-14,BRL,2313.92,0.2,462.78,2025-05-14 02:34:00
TX028021,CTR0488,CP027,PREMIUM,2025-09,2025-09-26,EUR,9181.81,1.1,10099.99,2025-09-26 03:23:00
TX028022,CTR0271,CP015,CLAIM,2025-02,2025-02-14,USD,65151.18,1.0,65151.18,2025-02-16 06:39:00
TX028023,CTR0140,CP022,PREMIUM,2025-09,2025-09-23,GBP,7178.71,1.27,9116.96,2025-09-23 22:44:00
TX028024,CTR0306,CP008,PREMIUM,2025-06,2025-06-28,BRL,29122.58,0.2,5824.52,2025-06-28 06:07:00
TX028025,CTR0250,CP003,COMMISSION,2025-05,2025-05-08,USD,1036.38,1.0,1036.38,2025-05-09 21:58:00
TX028026,CTR0102,CP010,COMMISSION,2025-11,2025-11-15,BRL,918.66,0.2,183.73,2025-11-15 12:23:00
TX028027,CTR0363,CP012,PREMIUM,2025-05,2025-05-13,GBP,11905.4,1.27,15119.86,2025-05-15 18:23:00
TX028028,CTR0039,CP014,COMMISSION,2025-04,2025-04-16,BRL,950.47,0.2,190.09,2025-04-17 04:53:00
TX028030,CTR0347,CP050,CLAIM,2025-07,2025-07-16,USD,21757.93,1.0,21757.93,2025-07-18 11:37:00
TX028031,CTR0461,CP037,PREMIUM,2025-10,2025-10-14,USD,9280.84,1.0,9280.84,2025-10-15 16:05:00
TX028032,CTR0311,CP034,COMMISSION,2025-02,2025-02-27,GBP,437.59,1.27,555.74,2025-03-01 23:26:00
TX028033,CTR0490,CP031,CLAIM,2025-12,2025-12-28,EUR,11681.78,1.1,12849.96,2025-12-28 06:32:00
TX028034,CTR0417,CP049,CLAIM,2025-09,2025-09-29,EUR,60007.21,1.1,66007.93,2025-09-30 23:51:00
TX028035,CTR0119,CP013,COMMISSION,2025-05,2025-05-03,USD,1624.8,1.0,1624.8,2025-05-05 19:15:00
TX028036,CTR0423,CP039,CLAIM,2025-08,2025-08-10,USD,7481.91,1.0,7481.91,2025-08-12 02:37:00
TX028037,CTR0169,CP017,PREMIUM,2025-01,2025-01-02,BRL,12859.0,0.2,2571.8,2025-01-03 06:17:00
TX028038,CTR0316,CP033,CLAIM,2025-09,2025-09-27,GBP,25051.56,1.27,31815.48,2025-09-27 22:57:00
TX028039,CTR0101,CP042,PREMIUM,2025-01,2025-01-19,EUR,11039.08,1.1,12142.99,2025-01-21 18:14:00
TX028040,CTR0270,CP030,CLAIM,2025-04,2025-04-16,GBP,15971.83,1.27,20284.22,2025-04-16 01:30:00
TX028041,CTR0340,CP048,PREMIUM,2025-10,2025-10-21,BRL,7489.6,0.2,1497.92,2025-10-21 15:52:00
TX028042,CTR0458,CP032,CLAIM,2025-09,2025-09-04,USD,20615.41,1.0,20615.41,2025-09-05 03:07:00
TX028043,CTR0472,CP041,CLAIM,2025-07,2025-07-14,USD,27760.78,1.0,27760.78,2025-07-16 21:42:00
TX028044,CTR0401,CP050,PREMIUM,2025-03,2025-03-04,USD,9681.57,1.0,9681.57,2025-03-06 21:25:00
TX028045,CTR0280,CP005,PREMIUM,2025-10,2025-10-03,EUR,4949.16,1.1,5444.08,2025-10-04 16:56:00
TX028046,CTR0442,CP016,PREMIUM,2025-06,2025-06-02,USD,14697.35,1.0,14697.35,2025-06-02 20:37:00
TX028047,CTR0054,CP024,PREMIUM,2025-08,2025-08-27,GBP,6284.94,1.27,7981.87,2025-08-28 05:26:00
TX028048,CTR0498,CP019,PREMIUM,2025-11,2025-11-04,EUR,12336.38,1.1,13570.02,2025-11-06 21:59:00
TX028049,CTR0102,CP010,CLAIM,2025-12,2025-12-30,BRL,2676.27,0.2,535.25,2025-12-30 17:20:00
TX028050,CTR0202,CP046,CLAIM,2025-07,2025-07-06,EUR,21863.37,1.1,24049.71,2025-07-08 03:17:00
TX028051,CTR0454,CP002,PREMIUM,2025-08,2025-08-10,EUR,5630.68,1.1,6193.75,2025-08-11 22:55:00
TX028052,CTR0359,CP005,CLAIM,2025-11,2025-11-25,GBP,92636.45,1.27,117648.29,2025-11-25 02:20:00
TX028053,CTR0425,CP021,PREMIUM,2025-06,2025-06-16,USD,1420.15,1.0,1420.15,2025-06-17 01:22:00
TX028054,CTR0345,CP046,CLAIM,2025-10,2025-10-26,EUR,8336.41,1.1,9170.05,2025-10-28 08:45:00
TX028055,CTR0301,CP019,CLAIM,2025-10,2025-10-01,BRL,50663.79,0.2,10132.76,2025-10-02 19:22:00
TX028056,CTR0088,CP016,CLAIM,2025-07,2025-07-12,BRL,50845.6,0.2,10169.12,2025-07-13 07:37:00
TX028057,CTR0499,CP047,CLAIM,2025-12,2025-12-22,EUR,8002.43,1.1,8802.67,2025-12-24 21:30:00
TX028058,CTR0319,CP047,PREMIUM,2025-05,2025-05-05,USD,10372.72,1.0,10372.72,2025-05-05 05:35:00
TX028059,CTR0335,CP024,COMMISSION,2025-12,2025-12-16,BRL,2695.74,0.2,539.15,2025-12-18 22:45:00
TX028060,CTR0215,CP037,COMMISSION,2025-09,2025-09-30,EUR,6253.83,1.1,6879.21,2025-10-02 20:18:00
TX028061,CTR0477,CP043,COMMISSION,2025-07,2025-07-25,USD,1749.61,1.0,1749.61,2025-07-27 12:02:00
TX028062,CTR0226,CP016,COMMISSION,2025-10,2025-10-01,BRL,542.14,0.2,108.43,2025-10-03 15:11:00
TX028063,CTR0096,CP015,PREMIUM,2025-04,2025-04-11,GBP,43245.35,1.27,54921.59,2025-04-12 23:50:00
TX028064,CTR0091,CP022,COMMISSION,2025-07,2025-07-09,BRL,3613.44,0.2,722.69,2025-07-11 15:04:00
TX028065,CTR0350,CP009,COMMISSION,2025-09,2025-09-20,BRL,2935.74,0.2,587.15,2025-09-20 18:36:00
TX028066,CTR0373,CP021,PREMIUM,2025-02,2025-02-20,USD,3940.47,1.0,3940.47,2025-02-22 08:25:00
TX028067,CTR0103,CP041,CLAIM,2025-12,2025-12-27,BRL,2493.93,0.2,498.79,2025-12-28 07:23:00
TX028068,CTR0349,CP010,CLAIM,2025-04,2025-04-27,GBP,21260.54,1.27,27000.89,2025-04-28 23:12:00
TX028069,CTR0499,CP047,COMMISSION,2025-09,2025-09-30,USD,995.35,1.0,995.35,2025-09-30 02:50:00
TX028070,CTR0267,CP023,CLAIM,2025-06,2025-06-24,EUR,12583.74,1.1,13842.11,2025-06-26 01:46:00
TX028071,CTR0486,CP012,COMMISSION,2025-11,2025-11-13,GBP,2100.31,1.27,2667.39,2025-11-14 17:57:00
TX028072,CTR0079,CP029,COMMISSION,2025-12,2025-12-11,USD,6427.92,1.0,6427.92,2025-12-13 05:12:00
TX028073,CTR0202,CP046,COMMISSION,2025-02,2025-02-10,EUR,740.71,1.1,814.78,2025-02-12 17:33:00
TX028074,CTR0279,CP004,PREMIUM,2025-10,2025-10-10,BRL,7125.22,0.2,1425.04,2025-10-11 10:12:00
TX028076,CTR0051,CP038,COMMISSION,2025-10,2025-10-11,EUR,6159.36,1.1,6775.3,2025-10-13 00:38:00
TX028077,CTR0230,CP009,PREMIUM,2025-11,2025-11-24,EUR,9899.14,1.1,10889.05,2025-11-24 02:53:00
TX028078,CTR0170,CP002,COMMISSION,2025-03,2025-03-16,EUR,2184.11,1.1,2402.52,2025-03-16 17:38:00
TX028079,CTR0102,CP010,COMMISSION,2025-11,2025-11-07,USD,1012.26,1.0,1012.26,2025-11-08 03:57:00
TX028080,CTR0187,CP009,COMMISSION,2025-02,2025-02-26,BRL,2256.86,0.2,451.37,2025-02-26 01:03:00
TX028081,CTR0210,CP039,CLAIM,2025-04,2025-04-26,USD,6535.78,1.0,6535.78,2025-04-28 05:21:00
TX028082,CTR0442,CP016,COMMISSION,2025-12,2025-12-21,EUR,1193.59,1.1,1312.95,2025-12-23 01:49:00
TX028083,CTR0246,CP005,COMMISSION,2025-03,2025-03-13,BRL,9875.11,0.2,1975.02,2025-03-14 21:23:00
TX028084,CTR0208,CP049,PREMIUM,2025-04,2025-04-15,EUR,10831.69,1.1,11914.86,2025-04-16 21:09:00
TX028085,CTR0195,CP048,COMMISSION,2025-10,2025-10-10,GBP,1884.77,1.27,2393.66,2025-10-11 07:59:00
TX028086,CTR0300,CP002,CLAIM,2025-08,2025-08-28,USD,15427.99,1.0,15427.99,2025-08-29 09:08:00
TX028087,CTR0138,CP002,CLAIM,2025-10,2025-10-28,USD,6673.02,1.0,6673.02,2025-10-28 12:15:00
TX028088,CTR0438,CP047,PREMIUM,2025-10,2025-10-02,EUR,15618.23,1.1,17180.05,2025-10-04 19:20:00
TX028089,CTR0210,CP039,CLAIM,2025-03,2025-03-28,GBP,21692.73,1.27,27549.77,2025-03-29 23:26:00
TX028090,CTR0213,CP040,CLAIM,2025-07,2025-07-10,USD,10746.78,1.0,10746.78,2025-07-12 01:09:00
TX028091,CTR0032,CP012,CLAIM,2025-01,2025-01-22,GBP,5218.04,1.27,6626.91,2025-01-23 05:22:00
TX028092,CTR0442,CP016,COMMISSION,2025-01,2025-01-28,GBP,3259.14,1.27,4139.11,2025-01-28 14:38:00
TX028093,CTR0236,CP036,COMMISSION,2025-10,2025-10-14,USD,1155.43,1.0,1155.43,2025-10-14 15:57:00
TX028094,CTR0069,CP004,COMMISSION,2025-05,2025-05-03,GBP,1351.58,1.27,1716.51,2025-05-03 08:14:00
TX028095,CTR0086,CP036,CLAIM,2025-06,2025-06-29,EUR,31341.22,1.1,34475.34,2025-06-29 15:27:00
TX028096,CTR0183,CP025,COMMISSION,2025-12,2025-12-07,USD,702.94,1.0,702.94,2025-12-08 12:00:00
TX028097,CTR0391,CP038,COMMISSION,2025-09,2025-09-13,USD,474.48,1.0,474.48,2025-09-15 04:03:00
TX028098,CTR0048,CP045,COMMISSION,2025-07,2025-07-23,BRL,1937.21,0.2,387.44,2025-07-24 10:44:00
TX028099,CTR0061,CP047,COMMISSION,2025-07,2025-07-21,EUR,1318.95,1.1,1450.85,2025-07-22 14:28:00
TX028100,CTR0281,CP014,PREMIUM,2025-12,2025-12-14,GBP,5743.23,1.27,7293.9,2025-12-14 13:50:00
TX028101,CTR0250,CP003,COMMISSION,2025-05,2025-05-13,USD,2288.82,1.0,2288.82,2025-05-15 21:38:00
TX028102,CTR0479,CP034,COMMISSION,2025-03,2025-03-01,EUR,1861.46,1.1,2047.61,2025-03-01 17:48:00
TX028103,CTR0377,CP037,PREMIUM,2025-12,2025-12-04,EUR,5030.17,1.1,5533.19,2025-12-04 17:49:00
TX028104,CTR0329,CP008,COMMISSION,2025-01,2025-01-25,BRL,1406.27,0.2,281.25,2025-01-28 00:02:00
TX028105,CTR0168,CP009,CLAIM,2025-11,2025-11-07,BRL,5692.02,0.2,1138.4,2025-11-09 02:21:00
TX028106,CTR0314,CP015,COMMISSION,2025-08,2025-08-29,BRL,2717.89,0.2,543.58,2025-08-29 08:17:00
TX028107,CTR0293,CP048,CLAIM,2025-03,2025-03-12,BRL,24597.57,0.2,4919.51,2025-03-14 06:52:00
TX028108,CTR0140,CP022,PREMIUM,2025-04,2025-04-12,BRL,3561.94,0.2,712.39,2025-04-14 22:58:00
TX028109,CTR0186,CP023,CLAIM,2025-05,2025-05-26,EUR,19138.3,1.1,21052.13,2025-05-28 10:55:00
TX028110,CTR0466,CP049,PREMIUM,2025-07,2025-07-28,USD,11494.48,1.0,11494.48,2025-07-28 10:42:00
TX028111,CTR0270,CP030,PREMIUM,2025-07,2025-07-04,EUR,15360.21,1.1,16896.23,2025-07-07 00:42:00
TX028112,CTR0236,CP036,CLAIM,2025-05,2025-05-14,GBP,13717.97,1.27,17421.82,2025-05-16 02:51:00
TX028113,CTR0399,CP015,COMMISSION,2025-07,2025-07-19,USD,2275.0,1.0,2275.0,2025-07-21 20:23:00
TX028114,CTR0134,CP028,PREMIUM,2025-04,2025-04-01,EUR,10480.55,1.1,11528.6,2025-04-02 18:18:00
TX028115,CTR0110,CP036,PREMIUM,2025-01,2025-01-01,EUR,8980.08,1.1,9878.09,2025-01-02 13:15:00
TX028116,CTR0494,CP031,PREMIUM,2025-02,2025-02-02,EUR,7033.19,1.1,7736.51,2025-02-02 01:01:00
TX028117,CTR0402,CP039,PREMIUM,2025-05,2025-05-05,BRL,20867.5,0.2,4173.5,2025-05-08 00:29:00
TX028118,CTR0212,CP036,PREMIUM,2025-07,2025-07-21,GBP,29486.64,1.27,37448.03,2025-07-22 18:01:00
TX028119,CTR0474,CP024,PREMIUM,2025-02,2025-02-10,EUR,7152.95,1.1,7868.25,2025-02-12 17:33:00
TX028120,CTR0186,CP023,CLAIM,2025-01,2025-01-20,BRL,28169.94,0.2,5633.99,2025-01-21 13:51:00
TX028121,CTR0338,CP016,CLAIM,2025-10,2025-10-08,BRL,3778.91,0.2,755.78,2025-10-08 05:03:00
TX028122,CTR0018,CP007,CLAIM,2025-09,2025-09-20,GBP,17303.57,1.27,21975.53,2025-09-22 15:35:00
TX028123,CTR0349,CP010,COMMISSION,2025-06,2025-06-27,EUR,2109.95,1.1,2320.95,2025-06-29 10:52:00
TX028124,CTR0090,CP042,PREMIUM,2025-04,2025-04-06,GBP,4059.21,1.27,5155.2,2025-04-07 13:49:00
TX028125,CTR0121,CP022,PREMIUM,2025-08,2025-08-17,EUR,3033.63,1.1,3336.99,2025-08-18 09:35:00
TX028126,CTR0405,CP025,COMMISSION,2025-02,2025-02-21,USD,2486.79,1.0,2486.79,2025-02-22 06:47:00
TX028127,CTR0103,CP041,PREMIUM,2025-01,2025-01-04,GBP,15319.34,1.27,19455.56,2025-01-05 17:20:00
TX028128,CTR0242,CP030,PREMIUM,2025-10,2025-10-31,GBP,3270.43,1.27,4153.45,2025-10-31 18:32:00
TX028129,CTR0461,CP037,PREMIUM,2025-10,2025-10-07,USD,5497.26,1.0,5497.26,2025-10-08 15:46:00
TX028130,CTR0478,CP001,CLAIM,2025-11,2025-11-26,EUR,8987.93,1.1,9886.72,2025-11-26 02:43:00
TX028131,CTR0222,CP023,PREMIUM,2025-10,2025-10-29,GBP,4737.04,1.27,6016.04,2025-10-29 16:57:00
TX028132,CTR0042,CP038,CLAIM,2025-02,2025-02-16,BRL,4328.78,0.2,865.76,2025-02-17 03:54:00
TX028133,CTR0144,CP021,PREMIUM,2025-01,2025-01-21,GBP,28698.7,1.27,36447.35,2025-01-22 00:56:00
TX028134,CTR0308,CP028,CLAIM,2025-12,2025-12-14,BRL,63503.72,0.2,12700.74,2025-12-15 01:52:00
TX028135,CTR0169,CP017,COMMISSION,2025-11,2025-11-19,BRL,724.24,0.2,144.85,2025-11-19 22:09:00
TX028136,CTR0360,CP038,PREMIUM,2025-06,2025-06-21,USD,15837.82,1.0,15837.82,2025-06-23 02:01:00
TX028137,CTR0497,CP006,CLAIM,2025-07,2025-07-26,BRL,6264.1,0.2,1252.82,2025-07-28 00:54:00
TX028138,CTR0311,CP034,COMMISSION,2025-02,2025-02-13,GBP,1493.33,1.27,1896.53,2025-02-14 00:40:00
TX028139,CTR0313,CP006,PREMIUM,2025-03,2025-03-21,EUR,24780.88,1.1,27258.97,2025-03-21 01:49:00
TX028140,CTR0265,CP050,CLAIM,2025-05,2025-05-15,BRL,53784.81,0.2,10756.96,2025-05-15 00:59:00
TX028141,CTR0094,CP020,CLAIM,2025-03,2025-03-27,EUR,167154.15,1.1,183869.56,2025-03-28 11:19:00
TX028142,CTR0290,CP024,PREMIUM,2025-07,2025-07-20,BRL,6099.79,0.2,1219.96,2025-07-21 11:42:00
TX028143,CTR0466,CP049,CLAIM,2025-05,2025-05-22,BRL,1814387.15,0.2,362877.43,2025-05-24 13:59:00
TX028144,CTR0345,CP046,CLAIM,2025-04,2025-04-06,EUR,2360.52,1.1,2596.57,2025-04-07 15:47:00
TX028145,CTR0377,CP037,COMMISSION,2025-03,2025-03-28,USD,1051.63,1.0,1051.63,2025-03-28 02:59:00
TX028146,CTR0432,CP037,PREMIUM,2025-10,2025-10-12,EUR,18386.68,1.1,20225.35,2025-10-13 15:07:00
TX028147,CTR0194,CP019,CLAIM,2025-08,2025-08-24,EUR,20081.5,1.1,22089.65,2025-08-26 09:47:00
TX028148,CTR0169,CP017,COMMISSION,2025-02,2025-02-12,USD,1182.34,1.0,1182.34,2025-02-12 10:51:00
TX028149,CTR0485,CP024,COMMISSION,2025-10,2025-10-04,EUR,1082.23,1.1,1190.45,2025-10-04 19:27:00
TX028150,CTR0230,CP009,CLAIM,2025-11,2025-11-19,USD,6384.73,1.0,6384.73,2025-11-20 11:15:00
TX028151,CTR0367,CP024,CLAIM,2025-04,2025-04-03,GBP,54843.73,1.27,69651.54,2025-04-04 21:12:00
TX028152,CTR0318,CP037,PREMIUM,2025-06,2025-06-02,EUR,15652.81,1.1,17218.09,2025-06-02 03:23:00
TX028153,CTR0062,CP038,PREMIUM,2025-02,2025-02-10,EUR,11128.5,1.1,12241.35,2025-02-11 08:25:00
TX028154,CTR0158,CP028,COMMISSION,2025-12,2025-12-23,BRL,2479.61,0.2,495.92,2025-12-24 21:37:00
TX028155,CTR0164,CP021,PREMIUM,2025-09,2025-09-21,EUR,4892.64,1.1,5381.9,2025-09-22 20:12:00
TX028156,CTR0090,CP042,COMMISSION,2025-06,2025-06-13,EUR,1360.07,1.1,1496.08,2025-06-14 19:14:00
TX028158,CTR0484,CP040,CLAIM,2025-01,2025-01-06,BRL,16304.11,0.2,3260.82,2025-01-07 23:34:00
TX028159,CTR0484,CP040,COMMISSION,2025-06,2025-06-16,BRL,3263.75,0.2,652.75,2025-06-17 02:22:00
TX028160,CTR0098,CP035,COMMISSION,2025-05,2025-05-23,BRL,2130.36,0.2,426.07,2025-05-23 21:57:00
TX028161,CTR0225,CP037,COMMISSION,2025-06,2025-06-07,EUR,1081.14,1.1,1189.25,2025-06-07 12:48:00
TX028162,CTR0117,CP002,CLAIM,2025-05,2025-05-24,GBP,89909.05,1.27,114184.49,2025-05-24 21:31:00
TX028163,CTR0032,CP012,CLAIM,2025-12,2025-12-14,USD,24704.46,1.0,24704.46,2025-12-16 17:07:00
TX028164,CTR0310,CP006,PREMIUM,2025-05,2025-05-11,BRL,8156.44,0.2,1631.29,2025-05-11 08:23:00
TX028165,CTR0430,CP036,PREMIUM,2025-05,2025-05-31,USD,11690.82,1.0,11690.82,2025-06-01 01:21:00
TX028166,CTR0039,CP014,COMMISSION,2025-10,2025-10-02,BRL,579.94,0.2,115.99,2025-10-03 14:55:00
TX028167,CTR0321,CP017,CLAIM,2025-05,2025-05-08,GBP,19291.3,1.27,24499.95,2025-05-09 10:55:00
TX028168,CTR0018,CP007,COMMISSION,2025-08,2025-08-02,BRL,1956.72,0.2,391.34,2025-08-02 10:42:00
TX028169,CTR0422,CP035,COMMISSION,2025-09,2025-09-25,USD,1307.83,1.0,1307.83,2025-09-27 08:02:00
TX028170,CTR0033,CP005,PREMIUM,2025-11,2025-11-27,USD,7041.52,1.0,7041.52,2025-11-29 01:42:00
TX028171,CTR0218,CP005,COMMISSION,2025-01,2025-01-12,USD,1247.03,1.0,1247.03,2025-01-14 13:37:00
TX028172,CTR0062,CP038,PREMIUM,2025-08,2025-08-17,USD,4917.88,1.0,4917.88,2025-08-17 13:15:00
TX028173,CTR0207,CP039,PREMIUM,2025-07,2025-07-13,GBP,32987.86,1.27,41894.58,2025-07-14 18:49:00
TX028174,CTR0215,CP037,CLAIM,2025-08,2025-08-02,GBP,21826.17,1.27,27719.24,2025-08-04 20:26:00
TX028175,CTR0270,CP030,CLAIM,2025-12,2025-12-26,BRL,3129.2,0.2,625.84,2025-12-27 05:59:00
TX028176,CTR0415,CP001,COMMISSION,2025-04,2025-04-10,USD,1038.03,1.0,1038.03,2025-04-10 00:11:00
TX028177,CTR0499,CP047,CLAIM,2025-10,2025-10-27,GBP,6829.99,1.27,8674.09,2025-10-28 14:57:00
TX028178,CTR0171,CP006,PREMIUM,2025-08,2025-08-30,EUR,11502.7,1.1,12652.97,2025-08-30 07:27:00
TX028179,CTR0462,CP008,PREMIUM,2025-06,2025-06-01,GBP,7670.38,1.27,9741.38,2025-06-02 19:17:00
TX028180,CTR0214,CP023,COMMISSION,2025-09,2025-09-13,USD,2408.04,1.0,2408.04,2025-09-13 07:02:00
TX028181,CTR0060,CP035,CLAIM,2025-10,2025-10-13,USD,30039.67,1.0,30039.67,2025-10-14 16:55:00
TX028182,CTR0301,CP019,PREMIUM,2025-01,2025-01-17,USD,14890.43,1.0,14890.43,2025-01-18 18:22:00
TX028183,CTR0362,CP045,PREMIUM,2025-07,2025-07-21,GBP,19726.1,1.27,25052.15,2025-07-22 09:35:00
TX028184,CTR0152,CP015,COMMISSION,2025-01,2025-01-19,EUR,8276.43,1.1,9104.07,2025-01-19 07:30:00
TX028185,CTR0295,CP028,COMMISSION,2025-01,2025-01-11,GBP,1739.91,1.27,2209.69,2025-01-13 19:41:00
TX028186,CTR0217,CP004,COMMISSION,2025-03,2025-03-18,EUR,1393.72,1.1,1533.09,2025-03-20 11:03:00
TX028187,CTR0073,CP024,COMMISSION,2025-03,2025-03-15,BRL,1774.16,0.2,354.83,2025-03-16 19:34:00
TX028188,CTR0194,CP019,PREMIUM,2025-08,2025-08-02,BRL,3815.42,0.2,763.08,2025-08-03 04:15:00
TX028189,CTR0214,CP023,PREMIUM,2025-10,2025-10-30,USD,1724.91,1.0,1724.91,2025-10-31 17:53:00
TX028190,CTR0171,CP006,CLAIM,2025-08,2025-08-21,USD,24448.58,1.0,24448.58,2025-08-22 12:29:00
TX028191,CTR0458,CP032,CLAIM,2025-11,2025-11-04,EUR,6418.22,1.1,7060.04,2025-11-04 23:42:00
TX028192,CTR0195,CP048,PREMIUM,2025-05,2025-05-11,BRL,10502.74,0.2,2100.55,2025-05-11 15:05:00
TX028193,CTR0314,CP015,COMMISSION,2025-11,2025-11-27,EUR,1117.21,1.1,1228.93,2025-11-27 10:09:00
TX028194,CTR0006,CP043,CLAIM,2025-03,2025-03-31,GBP,20869.99,1.27,26504.89,2025-04-02 21:39:00
TX028195,CTR0157,CP007,COMMISSION,2025-09,2025-09-27,USD,2928.41,1.0,2928.41,2025-09-27 12:02:00
TX028196,CTR0444,CP025,CLAIM,2025-03,2025-03-02,EUR,2744.14,1.1,3018.55,2025-03-04 14:06:00
TX028197,CTR0447,CP016,COMMISSION,2025-07,2025-07-31,GBP,1437.45,1.27,1825.56,2025-08-01 09:44:00
TX028198,CTR0489,CP039,COMMISSION,2025-04,2025-04-21,GBP,2817.56,1.27,3578.3,2025-04-21 04:42:00
TX028199,CTR0029,CP028,CLAIM,2025-08,2025-08-13,USD,31423.15,1.0,31423.15,2025-08-14 07:43:00
TX028200,CTR0432,CP037,CLAIM,2025-06,2025-06-15,BRL,49056.81,0.2,9811.36,2025-06-16 01:00:00
TX028201,CTR0134,CP028,COMMISSION,2025-02,2025-02-10,EUR,2423.91,1.1,2666.3,2025-02-10 09:42:00
TX028202,CTR0003,CP033,CLAIM,2025-08,2025-08-07,BRL,40051.54,0.2,8010.31,2025-08-07 03:13:00
TX028203,CTR0047,CP023,COMMISSION,2025-09,2025-09-29,EUR,1359.84,1.1,1495.82,2025-09-30 11:43:00
TX028204,CTR0376,CP005,PREMIUM,2025-11,2025-11-14,EUR,17311.26,1.1,19042.39,2025-11-16 02:19:00
TX028205,CTR0296,CP027,PREMIUM,2025-11,2025-11-29,USD,21235.75,1.0,21235.75,2025-11-30 13:42:00
TX028206,CTR0287,CP009,PREMIUM,2025-08,2025-08-20,GBP,12608.33,1.27,16012.58,2025-08-20 05:04:00
TX028207,CTR0441,CP049,CLAIM,2025-08,2025-08-24,USD,51948.92,1.0,51948.92,2025-08-26 03:09:00
TX028208,CTR0048,CP045,CLAIM,2025-07,2025-07-19,EUR,6294.15,1.1,6923.56,2025-07-19 00:08:00
TX028209,CTR0042,CP038,COMMISSION,2025-12,2025-12-07,GBP,1422.85,1.27,1807.02,2025-12-08 13:51:00
TX028210,CTR0467,CP009,COMMISSION,2025-05,2025-05-07,USD,1040.79,1.0,1040.79,2025-05-08 05:20:00
TX028211,CTR0304,CP045,PREMIUM,2025-07,2025-07-01,BRL,3168.08,0.2,633.62,2025-07-02 11:28:00
TX028212,CTR0389,CP045,COMMISSION,2025-06,2025-06-07,BRL,1458.43,0.2,291.69,2025-06-07 04:26:00
TX028213,CTR0263,CP015,PREMIUM,2025-05,2025-05-01,BRL,10756.18,0.2,2151.24,2025-05-01 03:15:00
TX028214,CTR0073,CP024,CLAIM,2025-08,2025-08-24,GBP,102861.6,1.27,130634.23,2025-08-25 13:32:00
TX028215,CTR0262,CP009,COMMISSION,2025-01,2025-01-22,USD,2798.96,1.0,2798.96,2025-01-22 19:03:00
TX028216,CTR0483,CP013,COMMISSION,2025-08,2025-08-21,GBP,1927.12,1.27,2447.44,2025-08-22 09:54:00
TX028217,CTR0059,CP038,COMMISSION,2025-11,2025-11-02,USD,3779.21,1.0,3779.21,2025-11-03 16:56:00
TX028218,CTR0064,CP049,PREMIUM,2025-03,2025-03-19,GBP,13442.52,1.27,17072.0,2025-03-20 04:33:00
TX028219,CTR0174,CP037,PREMIUM,2025-03,2025-03-29,GBP,6387.29,1.27,8111.86,2025-03-31 08:28:00
TX028220,CTR0228,CP029,COMMISSION,2025-10,2025-10-23,EUR,608.67,1.1,669.54,2025-10-25 14:39:00
